cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,A,PREY,1,755.9700000000013,203,223.39200000000022,6,2,99.10000000000001,13.837500000000208
1,A,PREY,2,1252.5000000000018,250,223.39200000000022,48,0,63.200000000000024,0.0
1,A,PREY,3,1207.0000000000016,250,223.39200000000022,7,0,97.9642857142857,0.0
1,A,PREY,4,1086.000000000002,250,223.39200000000022,7,0,94.68571428571427,0.0
1,A,PREY,5,1130.5000000000016,250,223.39200000000022,43,0,65.28488372093025,0.0
1,A,PREY,6,1051.0000000000016,250,223.39200000000022,7,0,97.25714285714284,0.0
1,A,PREY,7,1410.000000000002,250,223.39200000000022,7,0,95.90714285714284,0.0
1,A,PREY,8,1166.5000000000016,250,223.39200000000022,7,0,96.9142857142857,0.0
1,A,PREY,9,1252.0000000000016,250,223.39200000000022,7,0,97.68571428571428,0.0
1,A,PREY,10,1087.5000000000014,250,223.39200000000022,7,0,94.19285714285714,0.0
1,A,PREY,11,1047.5000000000018,250,223.39200000000022,226,0,89.69115044247788,0.0
1,A,PREY,12,1048.5000000000018,250,223.39200000000022,10,0,79.06499999999997,0.0
1,A,PREY,13,1691.5000000000018,250,223.39200000000022,7,0,95.35,0.0
1,A,PREY,14,1485.0000000000016,250,223.39200000000022,7,0,96.22857142857141,0.0
1,A,PREY,15,1288.500000000002,250,223.39200000000022,226,0,94.23207964601768,0.0
1,A,PREY,16,1291.0000000000016,250,223.39200000000022,226,1,93.00730088495574,38.41250000000028
1,A,PREY,17,1534.500000000002,250,223.39200000000022,6,0,96.19999999999997,0.0
1,A,PREY,18,1608.000000000002,250,223.39200000000022,7,0,98.26428571428572,0.0
1,A,PREY,19,1447.5000000000018,250,223.39200000000022,7,0,96.72142857142855,0.0
1,A,PREY,20,1490.0000000000018,250,223.39200000000022,226,0,95.00176991150441,0.0
1,A,PREY,21,1169.0000000000018,250,223.39200000000022,226,1,67.62676991150445,2.200000000000144
1,A,PREY,22,1448.0000000000016,250,223.39200000000022,7,0,96.22857142857141,0.0
1,A,PREY,23,1767.000000000002,250,223.39200000000022,7,0,94.9642857142857,0.0
1,A,PREY,24,1806.0000000000016,250,223.39200000000022,7,0,95.75714285714284,0.0
1,A,PREY,25,1565.0000000000018,250,223.39200000000022,226,0,95.60707964601768,0.0
1,A,PREY,26,1956.0900000000015,191,223.39200000000022,6,2,98.44999999999999,19.875000000000217
1,A,PREY,27,2244.4999999999973,250,223.39200000000022,7,0,95.92857142857142,0.0
1,A,PREY,28,1728.500000000002,250,223.39200000000022,7,0,95.90714285714284,0.0
1,A,PREY,29,2363.999999999996,250,223.39200000000022,226,1,94.21548672566371,6.650000000000303
1,A,PREY,30,2124.000000000001,250,223.39200000000022,35,0,68.94428571428575,0.0
1,A,PREY,31,2046.000000000002,250,223.39200000000022,14,0,74.91785714285716,0.0
1,A,PREY,32,1685.5000000000018,250,223.39200000000022,7,0,96.67857142857142,0.0
1,A,PREY,33,2170.999999999995,250,223.39200000000022,7,0,94.44999999999997,0.0
1,A,PREY,34,2328.9999999999927,250,223.39200000000022,7,0,95.92857142857142,0.0
1,A,PREY,35,2603.499999999983,250,223.39200000000022,8,0,94.41249999999997,0.0
1,A,PREY,36,30.400000000000006,10,223.39200000000022,6,2,92.375,90.475
1,A,PREY,37,2088.4999999999995,250,223.39200000000022,7,0,95.77857142857142,0.0
1,A,PREY,38,2567.4999999999873,250,223.39200000000022,6,1,97.94999999999999,8.60000000000029
