cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy
1,B,PREDATOR,2,-2.609999999999963,211,113.99999999999957,6,1,100.0,0.5500000000002091
1,B,PREDATOR,3,36.79166666666674,250,113.99999999999957,5,1,100.0,8.975000000000346
1,B,PREDATOR,4,37.40416666666679,250,113.99999999999957,5,1,100.0,9.387500000000243
1,B,PREDATOR,5,37.40416666666678,250,113.99999999999957,5,1,100.0,9.387500000000275
1,B,PREDATOR,6,36.99166666666677,250,113.99999999999957,5,1,100.0,8.97500000000027
1,B,PREDATOR,7,37.26666666666674,250,113.99999999999957,5,1,100.0,8.750000000000355
1,B,PREDATOR,8,39.566666666666904,250,113.99999999999957,5,1,100.0,9.950000000000474
1,B,PREDATOR,9,41.604166666666906,250,113.99999999999957,5,1,100.0,10.287500000000483
1,B,PREDATOR,10,41.566666666666904,250,113.99999999999957,5,1,100.0,10.250000000000474
1,B,PREDATOR,11,41.491666666666816,250,113.99999999999957,5,1,100.0,10.175000000000287
1,B,PREDATOR,12,3.3600000000000385,214,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,13,41.741666666666866,250,113.99999999999957,5,1,100.0,9.725000000000398
1,B,PREDATOR,14,42.304166666666866,250,113.99999999999957,5,1,100.0,10.287500000000412
1,B,PREDATOR,15,44.01666666666687,250,113.99999999999957,5,1,100.0,11.75000000000042
1,B,PREDATOR,16,44.529166666666846,250,113.99999999999957,5,1,100.0,11.562500000000373
1,B,PREDATOR,17,7.310000000000029,219,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,18,6.8200000000000305,218,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,19,6.8200000000000305,218,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,20,7.320000000000023,218,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,21,7.320000000000023,218,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,22,7.330000000000025,217,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,23,8.82000000000002,218,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,24,8.82000000000002,218,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,25,10.799999999999967,220,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,26,10.799999999999967,220,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,27,11.299999999999967,220,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,28,11.289999999999955,221,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,29,11.289999999999955,221,113.99999999999957,6,0,100.0,0.0
1,B,PREDATOR,30,11.279999999999953,222,113.99999999999957,6,0,100.0,0.0
2,A,PREY,1,772.500000000002,250,9760.499999999958,1,0,95.34999999999998,0.0
2,A,PREY,2,971.000000000002,250,9760.499999999958,1,0,100.0,0.0
2,A,PREY,3,971.000000000002,250,9760.499999999958,1,0,99.1,0.0
2,A,PREY,4,1050.5000000000018,250,9760.499999999958,1,0,99.1,0.0
2,A,PREY,5,1131.0000000000018,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,6,1171.0000000000018,250,9760.499999999958,1,0,100.0,0.0
2,A,PREY,7,1211.000000000002,250,9760.499999999958,1,0,100.0,0.0
2,A,PREY,8,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
2,A,PREY,9,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
2,A,PREY,10,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
2,A,PREY,11,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
2,A,PREY,12,1210.500000000002,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,13,1249.500000000002,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,14,1369.500000000002,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,15,1409.500000000002,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,16,1449.500000000002,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,17,1449.500000000002,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,18,1690.000000000002,250,9760.499999999958,1,0,99.1,0.0
2,A,PREY,19,1889.500000000002,250,9760.499999999958,1,0,99.1,0.0
2,A,PREY,20,1930.000000000002,250,9760.499999999958,1,0,99.1,0.0
2,A,PREY,21,2010.500000000002,250,9760.499999999958,1,0,99.1,0.0
2,A,PREY,22,2050.0000000000014,250,9760.499999999958,1,0,99.1,0.0
2,A,PREY,23,2089.0,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,24,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,25,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,26,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,27,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,28,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,29,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
2,A,PREY,30,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
2,B,PREDATOR,1,35.40416666666674,250,113.99999999999957,5,1,100.0,8.937500000000348
2,B,PREDATOR,2,35.21666666666677,250,113.99999999999957,5,1,100.0,8.750000000000275
2,B,PREDATOR,3,36.49166666666677,250,113.99999999999957,5,1,100.0,8.675000000000267
2,B,PREDATOR,4,-0.6199999999999637,212,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,5,37.29166666666677,250,113.99999999999957,5,1,100.0,9.275000000000267
2,B,PREDATOR,6,37.016666666666794,250,113.99999999999957,5,1,100.0,9.350000000000245
2,B,PREDATOR,7,38.17916666666679,250,113.99999999999957,5,1,100.0,9.312500000000474
2,B,PREDATOR,8,39.604166666666906,250,113.99999999999957,5,1,100.0,9.987500000000482
2,B,PREDATOR,9,41.7166666666669,250,113.99999999999957,5,1,100.0,10.400000000000482
2,B,PREDATOR,10,41.604166666666906,250,113.99999999999957,5,1,100.0,10.287500000000483
2,B,PREDATOR,11,41.604166666666906,250,113.99999999999957,5,1,100.0,10.287500000000483
2,B,PREDATOR,12,3.3600000000000385,214,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,13,3.3600000000000385,214,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,14,4.850000000000039,215,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,15,5.340000000000039,216,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,16,41.891666666666836,250,113.99999999999957,5,1,100.0,9.275000000000341
2,B,PREDATOR,17,46.404166666666846,250,113.99999999999957,5,1,100.0,12.53750000000038
2,B,PREDATOR,18,6.8200000000000305,218,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,19,6.8200000000000305,218,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,20,7.320000000000023,218,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,21,7.320000000000023,218,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,22,7.330000000000025,217,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,23,8.82000000000002,218,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,24,8.82000000000002,218,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,25,10.799999999999967,220,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,26,10.799999999999967,220,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,27,11.299999999999967,220,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,28,11.289999999999955,221,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,29,11.289999999999955,221,113.99999999999957,6,0,100.0,0.0
2,B,PREDATOR,30,11.279999999999953,222,113.99999999999957,6,0,100.0,0.0
3,A,PREY,1,772.500000000002,250,9760.499999999958,1,0,95.34999999999998,0.0
3,A,PREY,2,971.000000000002,250,9760.499999999958,1,0,100.0,0.0
3,A,PREY,3,971.000000000002,250,9760.499999999958,1,0,99.1,0.0
3,A,PREY,4,1050.5000000000018,250,9760.499999999958,1,0,99.1,0.0
3,A,PREY,5,1131.0000000000018,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,6,1171.0000000000018,250,9760.499999999958,1,0,100.0,0.0
3,A,PREY,7,1211.000000000002,250,9760.499999999958,1,0,100.0,0.0
3,A,PREY,8,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
3,A,PREY,9,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
3,A,PREY,10,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
3,A,PREY,11,1251.000000000002,250,9760.499999999958,1,0,93.1,0.0
3,A,PREY,12,1210.500000000002,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,13,1249.500000000002,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,14,1369.500000000002,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,15,1409.500000000002,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,16,1449.500000000002,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,17,1449.500000000002,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,18,1690.000000000002,250,9760.499999999958,1,0,99.1,0.0
3,A,PREY,19,1889.500000000002,250,9760.499999999958,1,0,99.1,0.0
3,A,PREY,20,1930.000000000002,250,9760.499999999958,1,0,99.1,0.0
3,A,PREY,21,2010.500000000002,250,9760.499999999958,1,0,99.1,0.0
3,A,PREY,22,2050.0000000000014,250,9760.499999999958,1,0,99.1,0.0
3,A,PREY,23,2089.0,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,24,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,25,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,26,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,27,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,28,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,29,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
3,A,PREY,30,2128.999999999998,250,9760.499999999958,1,0,99.55,0.0
3,B,PREDATOR,1,-2.109999999999963,211,113.99999999999957,6,1,100.0,1.3000000000002179
3,B,PREDATOR,2,-2.609999999999963,211,113.99999999999957,6,1,100.0,0.5500000000002091
3,B,PREDATOR,3,36.90416666666677,250,113.99999999999957,5,1,100.0,9.087500000000272
3,B,PREDATOR,4,37.40416666666678,250,113.99999999999957,5,1,100.0,9.387500000000275
3,B,PREDATOR,5,-0.6199999999999637,212,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,6,36.691666666666784,250,113.99999999999957,5,1,100.0,8.675000000000244
3,B,PREDATOR,7,38.4041666666668,250,113.99999999999957,5,1,100.0,9.537500000000504
3,B,PREDATOR,8,39.904166666666846,250,113.99999999999957,5,1,100.0,10.28750000000037
3,B,PREDATOR,9,40.104166666666785,250,113.99999999999957,5,1,100.0,9.987500000000255
3,B,PREDATOR,10,41.566666666666904,250,113.99999999999957,5,1,100.0,10.250000000000474
3,B,PREDATOR,11,41.566666666666904,250,113.99999999999957,5,1,100.0,10.250000000000474
3,B,PREDATOR,12,3.3600000000000385,214,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,13,3.8600000000000385,214,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,14,42.34166666666687,250,113.99999999999957,5,1,100.0,10.325000000000408
3,B,PREDATOR,15,43.56666666666687,250,113.99999999999957,5,1,100.0,11.300000000000413
3,B,PREDATOR,16,44.216666666666846,250,113.99999999999957,5,1,100.0,11.750000000000377
3,B,PREDATOR,17,7.310000000000029,219,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,18,6.8200000000000305,218,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,19,6.8200000000000305,218,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,20,7.320000000000023,218,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,21,7.320000000000023,218,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,22,7.330000000000025,217,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,23,8.82000000000002,218,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,24,8.82000000000002,218,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,25,10.799999999999967,220,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,26,10.799999999999967,220,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,27,11.299999999999967,220,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,28,11.289999999999955,221,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,29,11.289999999999955,221,113.99999999999957,6,0,100.0,0.0
3,B,PREDATOR,30,11.279999999999953,222,113.99999999999957,6,0,100.0,0.0
