cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy,predation_events,eval_predation_events
1,A,PREY,1,66.94000000000001,6,6340.871999999987,30,10,98.838,87.56799999999998,3,350.3
1,A,PREY,2,132.10000000000034,40,6340.871999999987,55,11,95.43472727272729,73.72,7,350.3
1,A,PREY,3,2621.539999999993,96,6340.871999999987,336,12,93.41672619047615,68.51333333333335,31,350.3
1,A,PREY,4,11515.769999999924,423,6340.871999999987,309,104,90.38576051779931,60.817932692307764,856,350.3
1,A,PREY,5,5127.729999999967,227,6340.871999999987,334,23,97.58766467065864,62.08434782608705,211,350.3
1,A,PREY,6,6231.369999999969,313,6340.871999999987,329,68,93.04276595744676,59.9738602941177,622,350.3
1,A,PREY,7,3305.709999999978,179,6340.871999999987,331,48,96.75679758308155,59.86312500000008,341,350.3
1,A,PREY,8,5165.309999999968,219,6340.871999999987,335,19,93.0003283582088,64.92065789473695,135,350.3
1,A,PREY,9,-12.55,5,6340.871999999987,33,11,99.03363636363635,77.80545454545452,1,350.3
1,A,PREY,10,3032.289999999992,121,6340.871999999987,337,15,98.18142433234416,67.56750000000004,82,350.3
1,A,PREY,11,6026.019999999973,198,6340.871999999987,336,11,96.72047619047612,72.39340909090907,135,350.3
1,A,PREY,12,3552.539999999984,146,6340.871999999987,336,16,98.55666666666664,63.671250000000015,95,350.3
1,A,PREY,13,26.930000000000014,7,6340.871999999987,33,11,99.95181818181818,79.12022727272726,2,350.3
1,A,PREY,14,1044.9900000000002,51,6340.871999999987,51,14,91.75666666666665,74.14660714285712,36,350.3
1,A,PREY,15,4303.34999999998,165,6340.871999999987,337,45,93.49991097922842,60.53433333333339,249,350.3
1,A,PREY,16,5442.919999999973,208,6340.871999999987,336,24,98.45026785714283,59.783437500000026,150,350.3
1,A,PREY,17,26.920000000000016,8,6340.871999999987,34,11,99.92941176470586,78.46181818181817,2,350.3
1,A,PREY,18,5657.789999999969,221,6340.871999999987,305,149,88.88140983606554,62.60761744966452,1030,350.3
1,A,PREY,19,9180.959999999943,354,6340.871999999987,254,129,82.59417322834639,60.52759689922489,1026,350.3
1,A,PREY,20,6807.169999999963,283,6340.871999999987,325,108,91.7071692307692,58.92043981481488,744,350.3
1,A,PREY,21,9502.849999999946,315,6340.871999999987,337,12,91.09275964391662,37.49770833333368,83,350.3
1,A,PREY,22,14529.999999999905,500,6340.871999999987,338,38,94.53920118343174,14.510263157894935,657,350.3
1,A,PREY,23,8460.619999999955,288,6340.871999999987,256,146,89.81183593749998,64.0350856164384,1781,350.3
1,A,PREY,24,261.2300000000002,27,6340.871999999987,37,12,97.44054054054054,74.93479166666665,8,350.3
1,A,PREY,25,4506.489999999983,151,6340.871999999987,333,47,87.41612612612599,57.654468085106465,217,350.3
1,A,PREY,26,3745.1999999999866,130,6340.871999999987,333,21,96.05483483483482,77.58535714285715,120,350.3
1,A,PREY,27,1594.2600000000014,224,6340.871999999987,334,57,96.51257485029939,57.768552631579,469,350.3
1,A,PREY,28,65.91,9,6340.871999999987,33,11,97.31212121212121,80.96840909090908,4,350.3
1,A,PREY,29,7113.639999999957,286,6340.871999999987,329,49,89.36085106382973,60.79010204081641,435,350.3
1,A,PREY,30,5995.459999999973,204,6340.871999999987,333,19,97.8694294294294,64.8675000000001,146,350.3
1,A,PREY,31,4994.339999999976,216,6340.871999999987,329,95,92.82100303951363,54.49513157894748,567,350.3
1,A,PREY,32,8632.189999999944,331,6340.871999999987,300,151,91.69003333333332,65.16256622516562,1237,350.3
1,A,PREY,33,1540.9800000000002,52,6340.871999999987,120,11,90.64516666666667,76.79295454545446,14,350.3
1,A,PREY,34,94.01000000000005,49,6340.871999999987,124,13,95.10249999999999,78.08653846153847,27,350.3
1,A,PREY,35,5905.509999999972,199,6340.871999999987,337,78,95.10795252225515,51.662948717948844,496,350.3
1,A,PREY,36,4531.999999999972,200,6340.871999999987,271,117,86.85619926199259,63.31506410256415,744,350.3
1,A,PREY,37,346.3000000000001,20,6340.871999999987,45,12,97.696,73.89166666666665,5,350.3
1,A,PREY,38,67.45,5,6340.871999999987,33,11,99.66060606060607,80.81863636363636,3,350.3
1,A,PREY,39,7538.599999999947,340,6340.871999999987,321,35,90.96598130841117,71.45028571428578,556,350.3
1,A,PREY,40,306.26000000000005,24,6340.871999999987,52,11,99.3426923076923,75.0,5,350.3
1,A,PREY,41,4586.839999999981,166,6340.871999999987,332,33,97.98731927710841,64.20053030303029,222,350.3
1,A,PREY,42,1384.9800000000002,52,6340.871999999987,171,13,93.14719298245613,78.58749999999996,25,350.3
1,A,PREY,43,820.1200000000002,38,6340.871999999987,43,11,97.41581395348838,76.32363636363633,7,350.3
1,A,PREY,44,1505.4300000000003,57,6340.871999999987,151,13,92.94774834437086,62.75865384615386,10,350.3
1,A,PREY,45,2566.7999999999893,120,6340.871999999987,336,29,95.31645833333327,62.3658620689656,139,350.3
1,A,PREY,46,5898.3499999999685,215,6340.871999999987,314,160,87.57149681528658,59.795281250000095,1197,350.3
1,A,PREY,47,4863.379999999979,162,6340.871999999987,331,47,94.51268882175219,63.52898936170219,266,350.3
1,A,PREY,48,9664.95999999995,304,6340.871999999987,275,98,87.92290909090906,64.69900510204087,733,350.3
1,A,PREY,49,5662.739999999976,176,6340.871999999987,337,17,96.69029673590492,44.65852941176489,44,350.3
1,A,PREY,50,345.8100000000001,19,6340.871999999987,50,11,91.5468,75.70590909090907,4,350.3
1,A,PREY,51,4943.899999999979,160,6340.871999999987,337,21,98.16445103857562,52.34678571428586,80,350.3
1,A,PREY,52,4785.979999999982,152,6340.871999999987,336,14,98.90017857142854,61.78053571428577,116,350.3
1,A,PREY,53,9076.42999999995,307,6340.871999999987,310,155,84.46103225806444,55.187080645161394,1126,350.3
1,A,PREY,54,7128.1999999999425,330,6340.871999999987,330,19,95.3386363636363,70.25644736842109,329,350.3
1,A,PREY,55,4909.319999999977,168,6340.871999999987,336,30,98.40791666666662,56.03191666666677,142,350.3
1,A,PREY,56,1784.8300000000004,67,6340.871999999987,335,11,94.52134328358207,76.36545454545453,28,350.3
1,A,PREY,57,2930.709999999993,129,6340.871999999987,337,13,97.28940652818982,60.720384615384624,39,350.3
1,A,PREY,58,4541.169999999976,183,6340.871999999987,318,84,90.39550314465406,61.529226190476244,520,350.3
1,A,PREY,59,15765.499999999905,500,6340.871999999987,189,121,87.31566137566135,69.51407024793393,1330,350.3
1,A,PREY,60,-13.059999999999999,6,6340.871999999987,35,11,99.02714285714285,77.39045454545453,1,350.3
1,A,PREY,61,907.1600000000002,34,6340.871999999987,59,13,93.26898305084745,65.71365384615385,7,350.3
1,A,PREY,62,4029.9899999999807,201,6340.871999999987,330,40,97.51854545454545,61.87706250000008,302,350.3
1,A,PREY,63,1600.8200000000013,168,6340.871999999987,335,44,98.66602985074626,55.654090909090954,223,350.3
1,A,PREY,64,299.09000000000003,41,6340.871999999987,160,11,95.425625,72.4363636363636,5,350.3
1,A,PREY,65,1947.1800000000005,82,6340.871999999987,240,14,87.93879166666666,65.74500000000002,37,350.3
1,A,PREY,66,341.75000000000017,25,6340.871999999987,57,11,92.23754385964912,74.6679545454545,4,350.3
1,A,PREY,67,603.7200000000006,78,6340.871999999987,333,26,96.99372372372369,63.69211538461541,86,350.3
1,A,PREY,68,222.5500000000002,45,6340.871999999987,83,13,93.46421686746987,65.59249999999999,7,350.3
1,A,PREY,69,5700.629999999974,187,6340.871999999987,336,47,94.84098214285702,55.045372340425644,264,350.3
1,A,PREY,70,4052.4799999999805,152,6340.871999999987,325,50,88.8677846153845,66.12535000000001,322,350.3
1,A,PREY,71,7662.079999999961,242,6340.871999999987,333,48,96.83948948948948,64.00625000000007,365,350.3
1,A,PREY,72,385.8100000000001,19,6340.871999999987,47,10,95.531914893617,82.89999999999998,4,350.3
1,A,PREY,73,4355.469999999982,153,6340.871999999987,336,24,95.40833333333323,62.334062500000016,201,350.3
1,A,PREY,74,1707.4200000000003,58,6340.871999999987,190,12,90.76721052631578,75.94791666666659,19,350.3
1,A,PREY,75,13720.499999999905,500,6340.871999999987,338,22,99.23156804733725,18.226590909091104,286,350.3
1,A,PREY,76,427.3200000000001,18,6340.871999999987,40,13,93.869,69.39076923076922,5,350.3
1,A,PREY,77,2744.629999999994,137,6340.871999999987,327,33,91.80134556574917,68.51257575757582,207,350.3
1,A,PREY,78,26.430000000000007,7,6340.871999999987,31,10,98.42,84.06399999999998,1,350.3
1,A,PREY,79,2105.759999999998,74,6340.871999999987,337,18,99.20661721068247,64.40138888888885,43,350.3
1,A,PREY,80,9055.07999999994,342,6340.871999999987,328,42,96.4130182926829,70.72958333333338,501,350.3
1,A,PREY,81,1181.5300000000007,97,6340.871999999987,326,32,93.31693251533738,75.03257812500001,198,350.3
1,A,PREY,82,2892.1699999999882,183,6340.871999999987,334,12,97.41649700598794,61.8895833333335,109,350.3
1,A,PREY,83,103.85999999999996,14,6340.871999999987,37,12,97.94378378378379,75.37375,5,350.3
1,A,PREY,84,3060.78999999999,121,6340.871999999987,337,15,98.3929376854599,62.01866666666669,43,350.3
1,A,PREY,85,8271.03999999995,296,6340.871999999987,318,159,79.279716981132,58.68485849056609,1967,350.3
