cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy,predation_events,eval_predation_events
1,A,PREY,1,2746.389999999994,111,5374.767999999976,337,42,97.05448071216615,63.33529761904764,235,226.9
1,A,PREY,2,5905.499999999972,200,5374.767999999976,316,77,88.36791139240498,66.39386363636363,376,226.9
1,A,PREY,3,4325.779999999966,222,5374.767999999976,326,54,97.52941717791408,60.61726851851852,326,226.9
1,A,PREY,4,944.9500000000004,55,5374.767999999976,290,12,95.77044827586207,74.39416666666666,13,226.9
1,A,PREY,5,1985.2700000000004,73,5374.767999999976,167,16,89.58101796407185,61.35687500000008,22,226.9
1,A,PREY,6,1107.63,37,5374.767999999976,28,12,97.30214285714285,74.66125,15,226.9
1,A,PREY,7,25.910000000000018,9,5374.767999999976,37,10,93.86054054054054,85.354,2,226.9
1,A,PREY,8,3386.3699999999903,113,5374.767999999976,337,26,98.38744807121655,50.319711538461576,64,226.9
1,A,PREY,9,9062.899999999949,310,5374.767999999976,309,161,81.1828155339805,63.20753105590061,1215,226.9
1,A,PREY,10,2742.019999999993,98,5374.767999999976,331,22,97.26326283987915,75.18727272727273,133,226.9
1,A,PREY,11,2082.619999999998,138,5374.767999999976,329,21,95.38048632218839,69.49583333333332,181,226.9
1,A,PREY,12,28.060000000000088,44,5374.767999999976,95,14,93.76863157894734,73.69946428571426,21,226.9
1,A,PREY,13,823.6100000000004,89,5374.767999999976,337,20,98.44323442136498,52.19887500000002,25,226.9
1,A,PREY,14,307.3500000000001,15,5374.767999999976,36,10,99.9775,85.12599999999998,3,226.9
1,A,PREY,15,2988.519999999992,148,5374.767999999976,328,82,93.59015243902432,55.914451219512245,371,226.9
1,A,PREY,16,4907.2999999999765,170,5374.767999999976,333,48,97.44168168168162,58.81411458333335,251,226.9
1,A,PREY,17,655.6000000000001,40,5374.767999999976,46,12,99.98826086956522,73.70791666666668,8,226.9
1,A,PREY,18,9940.609999999942,339,5374.767999999976,319,139,93.72648902821314,52.105899280575585,658,226.9
1,A,PREY,19,3619.8099999999667,219,5374.767999999976,322,111,94.54400621118009,62.64619369369372,715,226.9
1,A,PREY,20,1127.500000000001,150,5374.767999999976,336,16,96.25907738095226,59.96515625000015,60,226.9
1,A,PREY,21,2344.329999999997,117,5374.767999999976,98,44,85.59112244897958,61.980056818181836,194,226.9
1,A,PREY,22,626.1900000000002,31,5374.767999999976,51,15,95.5713725490196,73.32316666666665,15,226.9
1,A,PREY,23,624.2400000000001,26,5374.767999999976,63,10,93.21873015873017,85.77399999999997,5,226.9
1,A,PREY,24,2057.25,125,5374.767999999976,333,37,96.74729729729727,67.09986486486481,136,226.9
1,A,PREY,25,3538.519999999986,148,5374.767999999976,319,62,91.60310344827582,68.1854435483871,309,226.9
1,A,PREY,26,307.2900000000001,21,5374.767999999976,40,13,99.96625,67.7646153846154,4,226.9
1,A,PREY,27,5480.819999999966,218,5374.767999999976,332,82,93.52313253012036,55.496219512195175,413,226.9
1,A,PREY,28,785.1900000000002,31,5374.767999999976,39,10,98.33076923076923,91.19599999999997,10,226.9
1,A,PREY,29,27.45000000000001,5,5374.767999999976,31,11,99.92161290322579,82.27454545454545,3,226.9
1,A,PREY,30,666.7800000000001,22,5374.767999999976,28,11,99.98071428571428,76.1963636363636,7,226.9
1,A,PREY,31,5466.149999999976,185,5374.767999999976,335,60,98.08883582089551,60.72483333333333,379,226.9
1,A,PREY,32,2826.029999999994,97,5374.767999999976,337,17,98.13275964391688,70.22176470588235,42,226.9
1,A,PREY,33,4780.1099999999815,189,5374.767999999976,336,42,98.13988095238093,56.369464285714315,213,226.9
1,A,PREY,34,1386.4100000000003,59,5374.767999999976,280,16,92.13107142857142,77.03375000000003,31,226.9
1,A,PREY,35,2426.6499999999965,85,5374.767999999976,279,13,84.28802867383513,74.73538461538462,28,226.9
1,A,PREY,36,4539.889999999979,161,5374.767999999976,335,69,90.94453731343269,53.69094202898555,314,226.9
1,A,PREY,37,11103.849999999937,365,5374.767999999976,12,8,100.0,51.809687499999455,20,226.9
1,A,PREY,38,3905.089999999986,141,5374.767999999976,335,16,97.66665671641788,61.436250000000015,99,226.9
1,A,PREY,39,4344.319999999982,168,5374.767999999976,332,93,90.50810240963848,55.268118279569926,454,226.9
1,A,PREY,40,947.1500000000002,35,5374.767999999976,68,12,92.12867647058823,74.26166666666663,6,226.9
1,A,PREY,41,7904.179999999957,282,5374.767999999976,324,144,85.13987654320985,53.683246527777804,786,226.9
1,A,PREY,42,467.29000000000013,21,5374.767999999976,40,12,99.96625,73.37666666666665,8,226.9
1,A,PREY,43,3346.39999999999,110,5374.767999999976,332,41,90.11460843373489,74.33085365853653,166,226.9
1,A,PREY,44,1747.4200000000003,58,5374.767999999976,155,13,94.17696774193548,68.37384615384612,12,226.9
1,A,PREY,45,4040.229999999975,227,5374.767999999976,331,59,96.84861027190328,57.797245762711896,258,226.9
1,A,PREY,46,138.2400000000001,26,5374.767999999976,28,12,99.99035714285715,76.46666666666668,9,226.9
1,A,PREY,47,5019.889999999975,211,5374.767999999976,334,62,95.85724550898196,62.06520161290326,373,226.9
1,A,PREY,48,705.7100000000002,29,5374.767999999976,38,11,99.46736842105264,79.1804545454545,6,226.9
1,A,PREY,49,6466.909999999971,209,5374.767999999976,305,51,86.46744262295067,72.78068627450978,352,226.9
1,A,PREY,50,1387.5200000000002,48,5374.767999999976,106,16,93.57613207547169,68.90343750000001,21,226.9
1,A,PREY,51,5137.729999999976,177,5374.767999999976,304,150,88.00361842105261,69.94980000000001,842,226.9
1,A,PREY,52,1375.7800000000013,172,5374.767999999976,337,38,98.85005934718099,60.97782894736847,237,226.9
1,A,PREY,53,68.28000000000004,22,5374.767999999976,38,12,99.97157894736843,71.98270833333335,4,226.9
1,A,PREY,54,4220.039999999953,296,5374.767999999976,325,52,91.05012307692303,65.10206730769231,328,226.9
1,A,PREY,55,1746.1200000000006,88,5374.767999999976,336,22,98.70824404761903,71.49329545454543,58,226.9
1,A,PREY,56,5639.6699999999755,183,5374.767999999976,337,25,98.29302670623142,54.85389999999993,130,226.9
1,A,PREY,57,1305.4300000000003,57,5374.767999999976,225,13,93.06471111111112,75.35769230769232,19,226.9
1,A,PREY,58,467.3200000000001,18,5374.767999999976,36,12,93.74111111111112,79.54229166666669,7,226.9
1,A,PREY,59,2442.979999999972,202,5374.767999999976,294,136,88.94210884353738,59.33097426470592,643,226.9
1,A,PREY,60,26.42000000000001,8,5374.767999999976,31,10,99.54451612903226,90.53799999999998,6,226.9
1,A,PREY,61,2187.9099999999976,109,5374.767999999976,333,33,96.98840840840836,65.19242424242425,116,226.9
1,A,PREY,62,665.71,29,5374.767999999976,40,12,97.845,81.51583333333332,12,226.9
1,A,PREY,63,8633.91999999995,308,5374.767999999976,326,31,93.9173006134969,74.21249999999995,263,226.9
1,A,PREY,64,387.8300000000001,17,5374.767999999976,40,11,94.31425,80.63090909090907,5,226.9
