cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy,predation_events,eval_predation_events
1,A,PREY,1,2194.4499999999935,500,13158.853999999887,338,0,91.81553254437851,0.0,1,1.6
1,A,PREY,2,2234.439999999999,500,13158.853999999887,6,1,99.50999999999999,28.970000000000216,1,1.6
1,A,PREY,3,867.2400000000017,204,13158.853999999887,6,2,100.0,60.419999999999646,1,1.6
1,A,PREY,4,1874.530000000004,500,13158.853999999887,5,1,99.838,26.919999999999394,2,1.6
1,A,PREY,5,3034.23999999998,500,13158.853999999887,6,1,99.55,16.03999999999943,1,1.6
1,A,PREY,6,2834.289999999982,500,13158.853999999887,5,1,99.72999999999999,16.370000000000207,2,1.6
1,A,PREY,7,987.7600000000017,199,13158.853999999887,5,2,100.0,77.10499999999955,2,1.6
1,A,PREY,8,1634.590000000004,500,13158.853999999887,338,0,92.09103550295825,0.0,0,1.6
1,A,PREY,9,2914.2699999999777,500,13158.853999999887,7,0,99.86714285714285,0.0,0,1.6
1,A,PREY,10,2234.4399999999996,500,13158.853999999887,7,0,99.84571428571428,0.0,0,1.6
1,A,PREY,11,2874.2799999999816,500,13158.853999999887,6,0,100.0,0.0,1,1.6
1,A,PREY,12,2754.3099999999704,500,13158.853999999887,6,1,99.61999999999999,32.73999999999942,1,1.6
1,A,PREY,13,1624.4600000000034,363,13158.853999999887,6,2,99.955,39.75749999999996,1,1.6
1,A,PREY,14,2634.3399999999765,500,13158.853999999887,338,1,95.51295857988147,0.7699999999996985,2,1.6
1,A,PREY,15,2754.3099999999836,500,13158.853999999887,338,0,88.04142011834257,0.0,1,1.6
1,A,PREY,16,-11.03,3,13158.853999999887,6,2,100.0,91.87,1,1.6
1,A,PREY,17,3034.239999999979,500,13158.853999999887,6,1,99.48499999999997,35.26999999999971,1,1.6
1,A,PREY,18,2544.399999999989,396,13158.853999999887,6,2,100.0,28.646249999999895,1,1.6
