cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy,predation_events,eval_predation_events
1,A,PREY,1,1634.5900000000045,500,18232.296999999846,6,2,99.52999999999997,20.535000000000245,1,1.5
1,A,PREY,2,2674.329999999979,500,18232.296999999846,5,2,99.59799999999998,10.689999999999898,2,1.5
1,A,PREY,3,1745.7700000000027,329,18232.296999999846,337,47,95.82548961424324,65.20952127659574,242,1.5
1,A,PREY,4,1994.5000000000045,500,18232.296999999846,5,2,98.97999999999996,25.625000000000206,2,1.5
1,A,PREY,5,56.199999999999996,28,18232.296999999846,5,2,100.0,99.39999999999999,2,1.5
1,A,PREY,6,2314.419999999996,500,18232.296999999846,6,1,99.865,28.962499999999892,1,1.5
1,A,PREY,7,2274.4299999999994,500,18232.296999999846,6,2,99.865,11.535000000000089,1,1.5
1,A,PREY,8,2274.4299999999953,500,18232.296999999846,6,2,100.0,12.551249999999825,1,1.5
1,A,PREY,9,2834.289999999981,500,18232.296999999846,6,2,99.82,16.346250000000246,1,1.5
1,A,PREY,10,3074.2299999999827,500,18232.296999999846,338,2,75.6537869822485,66.22375000000007,6,1.5
1,A,PREY,11,2994.2499999999745,500,18232.296999999846,6,2,99.63999999999999,13.03499999999999,1,1.5
1,A,PREY,12,3394.1499999999683,500,18232.296999999846,338,2,80.4913017751472,29.324999999999655,2,1.5
1,A,PREY,13,3114.219999999972,500,18232.296999999846,5,2,99.59799999999998,21.60499999999969,2,1.5
1,A,PREY,14,3074.229999999974,500,18232.296999999846,7,2,99.63571428571427,5.650000000000456,0,1.5
1,A,PREY,15,2714.319999999976,500,18232.296999999846,6,2,99.71499999999999,21.2700000000004,1,1.5
1,A,PREY,16,3434.1399999999653,500,18232.296999999846,338,2,99.95153846153845,60.43124999999973,5,1.5
1,A,PREY,17,2954.2599999999716,500,18232.296999999846,5,2,99.946,28.724999999999977,2,1.5
1,A,PREY,18,3594.09999999997,500,18232.296999999846,6,2,99.91000000000001,30.729999999999528,1,1.5
1,A,PREY,19,3114.21999999997,500,18232.296999999846,7,2,99.7685714285714,4.300000000000165,0,1.5
1,A,PREY,20,307.89000000000016,53,18232.296999999846,6,2,100.0,80.62124999999986,1,1.5
1,A,PREY,21,3634.0899999999497,500,18232.296999999846,5,1,99.41199999999998,58.83999999999887,2,1.5
1,A,PREY,22,3674.079999999963,500,18232.296999999846,5,2,100.0,25.64999999999982,2,1.5
1,A,PREY,23,3474.129999999974,500,18232.296999999846,7,1,99.61428571428571,9.699999999999923,0,1.5
1,A,PREY,24,3834.039999999957,500,18232.296999999846,5,2,99.21999999999997,23.191250000000558,2,1.5
1,A,PREY,25,3634.089999999978,500,18232.296999999846,6,2,99.71,23.979999999999702,1,1.5
1,A,PREY,26,4273.929999999952,500,18232.296999999846,7,2,99.96142857142857,8.199999999999985,0,1.5
1,A,PREY,27,2784.7899999999786,401,18232.296999999846,4,2,100.0,49.88624999999983,3,1.5
1,A,PREY,28,628.3600000000007,98,18232.296999999846,5,2,100.0,87.1349999999998,2,1.5
1,A,PREY,29,109.27999999999997,19,18232.296999999846,6,2,100.0,90.15999999999997,1,1.5
1,A,PREY,30,148.6300000000001,33,18232.296999999846,5,2,100.0,96.34499999999994,2,1.5
1,A,PREY,31,4793.79999999994,500,18232.296999999846,6,2,99.98,13.094999999999963,1,1.5
1,A,PREY,32,308.0600000000001,86,18232.296999999846,6,2,99.74,75.32999999999981,1,1.5
1,A,PREY,33,4273.92999999996,500,18232.296999999846,5,2,99.838,20.870000000000452,2,1.5
1,A,PREY,34,4633.839999999949,500,18232.296999999846,7,2,99.55857142857141,13.0000000000002,0,1.5
1,A,PREY,35,4553.859999999953,500,18232.296999999846,7,1,99.80714285714285,0.3999999999999557,0,1.5
1,A,PREY,36,4433.889999999946,500,18232.296999999846,338,2,99.9305917159763,16.484999999999715,1,1.5
1,A,PREY,37,4473.8799999999555,500,18232.296999999846,7,2,99.92285714285715,14.500000000000117,0,1.5
1,A,PREY,38,4833.789999999942,500,18232.296999999846,7,2,99.82857142857142,10.90000000000012,0,1.5
