cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy,predation_events,eval_predation_events
1,A,PREY,1,1706.4000000000003,60,4661.989999999998,207,14,91.12125603864733,78.70196428571424,31,78.7
1,A,PREY,2,66.93999999999998,6,4661.989999999998,32,10,99.96625,84.232,1,78.7
1,A,PREY,3,188.39000000000004,11,4661.989999999998,35,10,98.472,86.18799999999999,3,78.7
1,A,PREY,4,4035.9599999999828,204,4661.989999999998,337,36,99.20765578635013,45.710694444444556,103,78.7
1,A,PREY,5,8941.869999999948,313,4661.989999999998,331,46,91.89099697885189,59.12516304347828,227,78.7
1,A,PREY,6,4989.749999999979,175,4661.989999999998,336,41,95.49434523809514,57.9571341463415,130,78.7
1,A,PREY,7,14449.999999999909,500,4661.989999999998,338,9,96.99156804733717,50.42833333333293,42,78.7
1,A,PREY,8,11863.399999999927,410,4661.989999999998,318,127,93.5164150943396,60.76767716535435,668,78.7
1,A,PREY,9,-10.51,1,4661.989999999998,32,11,92.4746875,79.20181818181818,1,78.7
1,A,PREY,10,3240.289999999989,121,4661.989999999998,337,12,97.74382789317501,66.08458333333328,23,78.7
1,A,PREY,11,4558.859999999981,164,4661.989999999998,307,119,86.68133550488596,61.487605042016845,731,78.7
1,A,PREY,12,6110.839999999968,216,4661.989999999998,333,32,98.88126126126123,67.02242187499999,115,78.7
1,A,PREY,13,3861.579999999987,142,4661.989999999998,331,40,96.14918429003014,62.56281249999999,157,78.7
1,A,PREY,14,11172.62999999993,437,4661.989999999998,324,108,95.89688271604938,57.752453703703765,546,78.7
1,A,PREY,15,15154.999999999905,500,4661.989999999998,335,164,88.20483582089534,29.14626524390261,2116,78.7
1,A,PREY,16,1641.330000000001,167,4661.989999999998,337,13,98.93062314540057,66.6921153846153,32,78.7
1,A,PREY,17,4401.179999999983,182,4661.989999999998,312,136,88.91801282051277,59.08952205882357,669,78.7
