cycle,phase,agent_type,episode,reward,steps,eval_reward,prey_population,predator_population,avg_prey_energy,avg_predator_energy,predation_events,eval_predation_events
1,A,PREY,1,1106.4600000000019,276,412.05100000000004,14,11,100.0,50.52977272727244,17,104.6
1,A,PREY,2,2152.96,500,412.05100000000004,3,92,99.28999999999996,33.61836956521749,707,104.6
1,A,PREY,3,747.2000000000016,211,412.05100000000004,337,11,94.10471810089005,64.95386363636351,22,104.6
1,A,PREY,4,1305.0700000000027,310,412.05100000000004,337,20,92.48005934718078,58.06087500000007,83,104.6
1,A,PREY,5,27.840000000000032,15,412.05100000000004,29,10,99.99172413793104,87.56199999999998,4,104.6
1,A,PREY,6,1306.0100000000027,316,412.05100000000004,337,11,91.51765578634983,62.57295454545438,35,104.6
1,A,PREY,7,627.0700000000014,177,412.05100000000004,337,12,91.46364985163173,70.84166666666646,27,104.6
1,A,PREY,8,2143.1599999999926,480,412.05100000000004,337,168,94.30270029673578,40.25244047619054,2605,104.6
1,A,PREY,9,2504.2299999999814,464,412.05100000000004,5,102,99.976,42.75526960784322,1363,104.6
1,A,PREY,10,3114.219999999974,500,412.05100000000004,6,8,100.0,31.677812499999796,25,104.6
1,A,PREY,11,105.82999999999998,14,412.05100000000004,30,10,99.62966666666668,85.582,3,104.6
1,A,PREY,12,1130.6000000000017,211,412.05100000000004,45,91,79.6891111111111,73.75730769230772,861,104.6
1,A,PREY,13,103.83,14,412.05100000000004,30,10,99.98400000000001,90.10599999999998,5,104.6
1,A,PREY,14,252.7200000000003,71,412.05100000000004,18,11,99.96666666666667,76.0963636363636,13,104.6
1,A,PREY,15,2664.0799999999904,375,412.05100000000004,5,10,100.0,45.46049999999984,26,104.6
1,A,PREY,16,488.2300000000005,64,412.05100000000004,20,11,99.76599999999999,77.20909090909082,11,104.6
1,A,PREY,17,2904.4299999999757,434,412.05100000000004,13,82,99.87999999999998,52.80231707317064,630,104.6
1,A,PREY,18,28.35000000000001,14,412.05100000000004,28,11,99.925,79.57454545454544,5,104.6
1,A,PREY,19,529.2200000000005,64,412.05100000000004,23,11,99.98434782608695,70.55090909090903,8,104.6
1,A,PREY,20,3873.529999999961,500,412.05100000000004,318,114,78.26254716981133,56.38881578947373,1093,104.6
1,A,PREY,21,483.2300000000004,64,412.05100000000004,22,11,99.75999999999999,72.57363636363633,9,104.6
1,A,PREY,22,308.59000000000026,33,412.05100000000004,24,11,99.81499999999998,78.3854545454545,7,104.6
1,A,PREY,23,184.82,13,412.05100000000004,27,11,99.94666666666666,77.05636363636363,4,104.6
1,A,PREY,24,1054.4100000000017,182,412.05100000000004,11,11,100.0,65.86181818181811,20,104.6
1,A,PREY,25,3424.559999999975,358,412.05100000000004,4,89,100.0,56.405758426966194,785,104.6
1,A,PREY,26,4148.459999999964,500,412.05100000000004,7,10,99.96142857142857,31.87699999999986,24,104.6
1,A,PREY,27,1347.8200000000013,134,412.05100000000004,337,18,95.15302670623133,73.32736111111112,58,104.6
1,A,PREY,28,507.77000000000044,60,412.05100000000004,80,11,88.50037499999999,67.1904545454545,6,104.6
1,A,PREY,29,348.50000000000006,41,412.05100000000004,52,10,92.54384615384615,85.32299999999994,6,104.6
1,A,PREY,30,66.84,14,412.05100000000004,25,10,99.9376,91.984,6,104.6
1,A,PREY,31,4673.829999999948,500,412.05100000000004,75,8,87.19146666666666,24.63562500000015,17,104.6
1,A,PREY,32,1100.2000000000014,152,412.05100000000004,337,16,92.99774480712149,55.93890624999996,36,104.6
1,A,PREY,33,3144.4099999999817,380,412.05100000000004,169,110,79.17970414201183,70.50956818181821,963,104.6
1,A,PREY,34,105.82999999999998,14,412.05100000000004,29,10,99.99068965517242,89.68599999999998,5,104.6
1,A,PREY,35,1047.5600000000009,117,412.05100000000004,15,10,99.70199999999998,81.48699999999981,16,104.6
1,A,PREY,36,747.0100000000006,80,412.05100000000004,74,22,94.98824324324323,71.29784090909087,74,104.6
1,A,PREY,37,853.9600000000007,82,412.05100000000004,239,10,75.2886610878661,85.97799999999987,13,104.6
1,A,PREY,38,107.33999999999999,13,412.05100000000004,30,10,99.951,86.66799999999998,3,104.6
1,A,PREY,39,1212.060000000001,113,412.05100000000004,17,12,99.97176470588235,61.52083333333341,14,104.6
1,A,PREY,40,189.13000000000005,32,412.05100000000004,33,11,99.56787878787878,75.54590909090906,6,104.6
1,A,PREY,41,24.850000000000023,14,412.05100000000004,29,11,100.0,78.64363636363636,5,104.6
1,A,PREY,42,23.860000000000007,13,412.05100000000004,33,10,99.88090909090909,82.63599999999997,1,104.6
1,A,PREY,43,468.4400000000003,44,412.05100000000004,46,12,94.9491304347826,67.93708333333332,9,104.6
1,A,PREY,44,1627.5000000000016,159,412.05100000000004,337,38,85.25652818991085,70.55296052631577,175,104.6
1,A,PREY,45,349.00000000000034,41,412.05100000000004,23,11,100.0,75.53840909090904,8,104.6
1,A,PREY,46,5833.539999999936,500,412.05100000000004,10,7,99.946,35.78999999999975,21,104.6
1,A,PREY,47,370.7600000000005,64,412.05100000000004,17,13,99.9929411764706,80.79423076923072,25,104.6
1,A,PREY,48,5593.599999999937,500,412.05100000000004,16,7,97.720625,18.167142857142895,19,104.6
1,A,PREY,49,25.860000000000014,13,412.05100000000004,31,10,99.88,84.62199999999996,2,104.6
1,A,PREY,50,5993.499999999928,500,412.05100000000004,10,7,100.0,34.11749999999976,21,104.6
1,A,PREY,51,223.80000000000013,14,412.05100000000004,28,10,100.0,90.19599999999998,5,104.6
1,A,PREY,52,5553.609999999946,500,412.05100000000004,2,69,99.06999999999996,31.369818840579985,869,104.6
1,A,PREY,53,1265.2900000000009,89,412.05100000000004,136,11,85.92235294117646,73.03090909090899,12,104.6
1,A,PREY,54,389.12000000000023,28,412.05100000000004,22,11,99.85272727272726,83.02022727272724,9,104.6
1,A,PREY,55,5713.569999999927,500,412.05100000000004,338,22,90.85426035502941,72.72693181818185,102,104.6
1,A,PREY,56,3167.369999999993,233,412.05100000000004,11,9,100.0,66.13444444444418,20,104.6
1,A,PREY,57,182.80000000000007,15,412.05100000000004,27,10,100.0,87.35799999999998,4,104.6
1,A,PREY,58,3142.8499999999826,286,412.05100000000004,337,19,95.97246290801176,66.97605263157887,66,104.6
1,A,PREY,59,6553.359999999925,500,412.05100000000004,2,110,100.0,27.467022727272937,1006,104.6
1,A,PREY,60,899.0500000000005,122,412.05100000000004,8,13,100.0,73.38076923076913,41,104.6
1,A,PREY,61,1048.4700000000007,76,412.05100000000004,19,10,99.91789473684211,84.4899999999999,12,104.6
1,A,PREY,62,948.5500000000008,71,412.05100000000004,18,11,100.0,74.17545454545454,13,104.6
1,A,PREY,63,3703.8799999999856,318,412.05100000000004,337,10,92.58584569732918,46.61200000000015,14,104.6
1,A,PREY,64,4673.82999999996,500,412.05100000000004,338,21,88.23671597633121,59.775357142857146,109,104.6
1,A,PREY,65,2062.200000000001,178,412.05100000000004,60,131,91.60516666666668,83.40368320610685,1066,104.6
1,A,PREY,66,4903.3599999999615,391,412.05100000000004,15,10,98.78999999999996,31.822750000000024,16,104.6
1,A,PREY,67,2346.5399999999977,187,412.05100000000004,337,12,91.67017804154283,54.24874999999985,16,104.6
1,A,PREY,68,2787.0399999999963,176,412.05100000000004,13,12,100.0,53.12604166666673,18,104.6
1,A,PREY,69,103.83999999999997,13,412.05100000000004,31,10,99.82096774193548,83.99199999999998,2,104.6
1,A,PREY,70,1108.0200000000007,70,412.05100000000004,17,11,99.82352941176471,81.768409090909,14,104.6
1,A,PREY,71,104.78999999999995,18,412.05100000000004,24,11,100.0,81.55090909090909,7,104.6
1,A,PREY,72,177.32000000000005,63,412.05100000000004,70,10,89.79957142857143,84.6312499999999,10,104.6
1,A,PREY,73,2986.999999999988,225,412.05100000000004,12,12,100.0,57.43791666666664,19,104.6
1,A,PREY,74,3065.9099999999958,182,412.05100000000004,337,11,93.71614243323417,66.8522727272725,20,104.6
1,A,PREY,75,268.6000000000002,33,412.05100000000004,25,10,99.88,85.74574999999993,6,104.6
